연번,가격,상품명,상세정보
1632,"729,000원",삼성 올인원PC 일체형PC 24인치 데스크탑 컴퓨터 사무용 업무용 선없는컴퓨터 (512GB 램 8GB),"품목 : 데스크탑CPU제조사 : 인텔, CPU종류 : 셀러론"
1633,"399,000원",인텔 i5 12400 8GB 256GB 컴퓨터 조립PC 데스크탑 사무용 894,신한/롯데/현대/KB국민/삼성 100만원 이상 결제 시 최대 22개월 무이자
1634,"최저1,537,610원",L757S 라이젠5 7500F 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-7500F, , 그래픽 : 지포스 RTX4070 SUPER, 메인보드 : (AMD) A620M, 칩셋램용량 : 16GB"
1635,"최저2,334,350원",L78DTS 라이젠7 7800X3D 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 7CPU : 라이젠7-7800X3D, , 그래픽 : 지포스 RTX4070 TI SUPER, 메인보드 : (AMD) B650M, 칩셋램용량 : 16GB"
1636,"최저1,475,850원",L7570 라이젠5 7500F 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-7500F, , 그래픽 : 지포스 RTX4070, 메인보드 : (AMD) A620M, 칩셋램용량 : 16GB"
1637,"790,000원",삼성전자 삼성 DM500A2M-L15,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 셀러론-3865U코어종류 : 2코어램용량 : 4GB, SSD용량 : 500GB속도(기본클럭) : 1.8GHz, , 그래픽 : 인텔HD610  "
1638,"최저1,442,560원",P391 i9 13900KF 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i9 13세대, CPU : 코어i9-13900KF, , 그래픽 : 지포스 RTX3050, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB"
1639,"1,070,000원",LG전자 24V570-GR30K,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-7100U코어종류 : 2코어램용량 : 4GB, SSD용량 : 128GB속도(기본클럭) : 2.4GHzHDD용량 : 500GB  "
1640,"최저359,700원",셀텍 Thin H310 180W G5400 SSD,"CPU제조사 : 인텔, CPU종류 : 펜티엄 골드CPU : 펜티엄 골드-G5400, , 그래픽 : 인텔UHD610, 메인보드 : (인텔) H310, 칩셋램용량 : 4GB속도(기본클럭) : 3.7GHz, 램규격 : DDR4  "
1641,"최저1,112,000원",IGNIQ 이그닉리트 미들타워 5646,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-5600, CPU종류 : 라이젠 5, 메인보드 : (AMD)A520, 칩셋램용량 : 16GB, SSD용량 : 512GB   "
1642,"349,000원",조립PC 게이밍 컴퓨터 고사양 게이밍PC 팰월드 발로란트 배그 롤 초특가 사무용1,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-7500F속도(기본클럭) : 4.0GHz"
1643,"최저3,097,380원",R37K8S i7 13700KF 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i7 13세대, CPU : 코어i7-13700KF, , 그래픽 : 지포스 RTX4080 SUPER, 메인보드 : (인텔)Z790램용량 : 32GB "
1644,"최저988,730원",장우컴퍼니 i40219,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 13세대, CPU : 코어i5-13600KF, , 그래픽 : 지포스GT1030, 메인보드 : (인텔)B760M, 칩셋램용량 : 8GB"
1645,"최저812,410원",장우컴퍼니 i40250,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 13세대, CPU : 코어i5-13500, , 그래픽 : 인텔UHD770, 메인보드 : (인텔)B760M, 칩셋램용량 : 8GB속도(기본클럭) : 2.5GHz"
1646,"최저2,273,000원",이엠텍 레드빗 SUPERHERO - R9O401,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 9CPU : 라이젠9-7900, , 그래픽 : 라데온 RX-7900 GRE, 메인보드 : (AMD) B650M, 칩셋램용량 : 32GB "
1647,"최저1,167,110원",P766T 라이젠5 7600 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-7600, , 그래픽 : 지포스 RTX4060 Ti, 메인보드 : (AMD) A620M, 칩셋램용량 : 16GB"
1648,"최저700,690원",P566X 라이젠5 5600 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-5600, , 그래픽 : 라데온 RX-6600, 메인보드 : (AMD)A520M, 칩셋램용량 : 16GB"
1649,"최저2,152,000원",IGNIQ 비와이 프로 27Z Win11,"형태 : 일체형PC특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i9-13900F, CPU종류 : 코어i9 13세대코어종류 : 8+16코어램용량 : 32GB, SSD용량 : 1TB  "
1650,"최저1,833,740원",PH44TS i5 14400F 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 14세대, CPU : 코어i5-14400F, , 그래픽 : 지포스 RTX4070 TI SUPER, 메인보드 : (인텔)H610M, 칩셋램용량 : 16GB"
1651,"최저375,030원",장우컴퍼니 i40202,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 펜티엄 골드CPU : 펜티엄 골드-G7400, , 그래픽 : 인텔UHD710, 메인보드 : (인텔)H610, 칩셋램용량 : 8GB속도(기본클럭) : 3.7GHz"
1652,"최저1,830,800원",Apple 아이맥 24형 2023년형 M3 8코어 CPU 및 8코어 GPU 256GB 그린 (MQRA3KH/A),"품목 : 데스크탑형태 : 일체형PCCPU제조사 : 애플CPU : M3, CPU종류 : 애플 실리콘 M 시리즈코어종류 : 8코어램용량 : 8GB, SSD용량 : 256GB "
1653,"최저2,300,000원",삼성전자 삼성 DM500T8A-A78 + 모니터,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-8700, CPU종류 : 코어i7 8세대, 메인보드 : (인텔) H310, 칩셋램용량 : 8GB, SSD용량 : 128GB    "
1654,"최저463,120원",장우컴퍼니 i40206,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i3 13세대, CPU : 코어i3-13100, , 그래픽 : 인텔UHD730, 메인보드 : (인텔)H610M, 칩셋램용량 : 8GB속도(기본클럭) : 3.4GHz"
1655,"599,000원",삼성전자 올인원PC 일체형PC 윈도우11 프로 가성비 업무용 가정용 데스크탑,"품목 : 데스크탑형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 펜티엄 골드-G7505, CPU종류 : 펜티엄 골드코어종류 : 2코어램용량 : 4GB, SSD용량 : 128GB    "
1656,"최저1,700,000원",몬스타 몬스타기어 GAMING i5 MPC503,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 12세대, CPU : 코어i5-12400F, , 그래픽 : 지포스 RTX3060, 메인보드 : (인텔)B660, 칩셋램용량 : 16GB, 램규격 : DDR4"
1657,"918,000원",포유컴 라이젠5 5600 RTX4060 배틀그라운드 게이밍컴퓨터 조립PC,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-5600, , 그래픽 : 지포스 RTX4060, 메인보드 : (AMD)B550, 칩셋램용량 : 16GB"
1658,"최저849,730원",주연테크 D2v12700W,"CPU제조사 : 인텔CPU : 코어i7-12700, CPU종류 : 코어i7 12세대램용량 : 8GB, SSD용량 : 256GB, , 그래픽 : 인텔UHD770파워 : 500W, 램규격 : DDR4  "
1659,"최저1,719,000원",주연테크 리오나인터보 CG275F47NS,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-7500F, CPU종류 : 라이젠 5, 메인보드 : (AMD) B650, 칩셋램용량 : 32GB  "
1660,"최저1,648,000원",주연테크 CG237F46W,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-13700F, CPU종류 : 코어i7 13세대코어종류 : 8코어     "
1661,"최저2,000,000원",삼성전자 삼성 DM500TCZ-AD3A,"품목 : 데스크탑CPU제조사 : 인텔CPU : 코어i3-10100, CPU종류 : 코어i3 10세대코어종류 : 4코어램용량 : 4GB속도(기본클럭) : 3.6GHzHDD용량 : 1TB    "
1662,"1,039,000원",컴집 게이밍 조립식 컴퓨터 게임용5번 단일상품,와우 멤버십 가입 시 최대 5% 캐시 적립(30일간 최대 5만원) / 와우 멤버십 30일 무료 체험 중
1663,"최저589,000원",레노버 씽크센터 M75s-Picasso 11A9S00W00,"품목 : 데스크탑CPU제조사 : AMDCPU : 라이젠3-3200G, CPU종류 : 라이젠 3램용량 : 4GB, SSD용량 : 128GB속도(기본클럭) : 3.6GHzHDD용량 : 1TB파워 : 210W, 램규격 : DDR4   "
1664,"194,500원",해외BEELINK SER5 R5-5560U 미니pc 베어본 AMD 사무용 오피스 검은색,"종류 : 베어본PCCPU제조사 : AMD, CPU종류 : 라이젠 5속도(기본클럭) : 4.0GHz색상 : 블랙 그린 그레이 오렌지품목 : 미니PC"
1665,"최저1,318,100원",SA3712 i7 13700F 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i7 13세대, CPU : 코어i7-13700F, , 그래픽 : 지포스 RTX4060, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB"
1666,"최저833,970원",P5660 라이젠5 5600 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-5600, , 그래픽 : 지포스 RTX4060, 메인보드 : (AMD)A520M, 칩셋램용량 : 16GB"
1667,"263,500원",미니컴퓨터 초소형 PC 본체 휴대용컴퓨터 블루투스 가정용 문서작업용,"종류 : 베어본PCCPU제조사 : 인텔, CPU종류 : 아톰램용량 : 4GB, 램규격 : DDR3L랜 : 무선랜(WIFI)단자 : 켄싱턴락(도난방지) DVI HDMI USB2.0(2개) USB3.0(2개)  "
1668,"1,089,000원",삼성 컴퓨터 올인원 일체형 PC i5-1340P DDR5 16GB 256GB WIN11 Home 사무용 대학생 24인치,"형태 : 일체형PCCPU제조사 : 인텔CPU : 코어i5-1340P, CPU종류 : 코어i5 13세대코어종류 : 12코어램용량 : 8GB, SSD용량 : 256GB속도(기본클럭) : 2.5GHz    "
1669,"884,000원",사바나PC G01 (i5 12400F / RTX4060),"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 12세대, CPU : 코어i5-12400F, , 그래픽 : 지포스 RTX4060, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB"
1670,"최저2,199,800원",HP VICTUS 15L TG02-0004KR,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-12700F, CPU종류 : 코어i7 12세대코어종류 : 8+4코어, 메인보드 : (인텔)H670, 칩셋램용량 : 16GB         "
1671,"최저2,227,000원",이엠텍 레드빗 HERO - R7O102,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠7-7700, CPU종류 : 라이젠 7코어종류 : 8코어, 메인보드 : (AMD) B650M, 칩셋램용량 : 32GB "
1672,"최저2,378,010원",이엠텍 레드빗 SUPERHERO - R7O102,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠7-7800X3D, CPU종류 : 라이젠 7코어종류 : 8코어        "
1673,"최저6,152,000원",IGNIQ 인테그 프로 4949 Win11,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i9-14900F, CPU종류 : 코어i9 14세대, 메인보드 : (인텔)B760램용량 : 32GB     "
1674,"최저1,031,320원",IGNIQ 리트 심플PC 1F RE(RT-SPP00016),"품목 : 데스크탑형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i9-12900, CPU종류 : 코어i9 12세대코어종류 : 8+8코어, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB   "
1675,"최저1,079,160원",인텔 코어i7 샌디브릿지 3820 +외장형 VGA,"종류 : 조립형PC, "
1676,"1,157,000원",삼성전자 삼성 DM500A2J-K38D,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-4005U코어종류 : 2코어램용량 : 8GB속도(기본클럭) : 1.7GHzHDD용량 : 500GB, , 그래픽 : 인텔HD4400  "
1677,"4,750,000원",삼성전자 삼성 DM530ABE-L34,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-8145U코어종류 : 2코어램용량 : 4GB, SSD용량 : 256GB속도(기본클럭) : 2.1GHz터보부스트 : 3.9GHz   "
1678,"최저770,000원",LG전자 22V270-BZ20K,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 펜티엄-N4200코어종류 : 4코어램용량 : 4GB속도(기본클럭) : 1.1GHz, , 그래픽 : 인텔HD화면크기 : 21인치(53cm)   "
1679,"최저565,250원",애즈락 DeskMini 110 G3900 SSD,"CPU제조사 : 인텔, CPU종류 : 셀러론, , 그래픽 : 인텔HD510, 메인보드 : (인텔) H110, 칩셋램용량 : 4GB속도(기본클럭) : 2.8GHz, 램규격 : DDR4코드명 : 스카이레이크(6세대)    "
1680,"최저143,500원",조텍 ZBOX ID62,"종류 : 베어본PCCPU제조사 : 인텔, , 그래픽 : 인텔HD4000속도(기본클럭) : 1.5GHz, , 그래픽 메모리 : 시스템 메모리 공유ODD : ODD장착못함랜 : 유선랜 1Gbps  "
1681,"최저1,923,000원",LG전자 29V950-UM53K,"형태 : 일체형PCCPU제조사 : 인텔CPU : 코어i5-5200U코어종류 : 2코어램용량 : 8GB, SSD용량 : 128GB속도(기본클럭) : 2.2GHz터보부스트 : 2.7GHzHDD용량 : 1TB   "
1682,"최저648,850원",비엠텍씨앤씨 Well-P170B,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔코어종류 : 2코어램용량 : 4GB, SSD용량 : 64GB속도(기본클럭) : 1.8GHz, , 그래픽 : 인텔HD화면크기 : 17인치(43cm)"
1683,"최저841,010원",해외비링크 Ryzen7 5800H SER5 Pro,"종류 : 베어본PCCPU제조사 : AMD터보부스트 : 4.4GHz, 램규격 : DDR4랜 : 무선랜(WIFI)블루투스 : 블루투스5.2형태 : 큐브형케이스크기(폭) : 12.6 x 11.3 x 4.2 cm품목 : 미니PC"
1684,"최저2,257,910원",L49K1 i9 14900KF 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i9 14세대, CPU : 코어i9-14900KF, , 그래픽 : 지포스 RTX4060, 메인보드 : (인텔)Z790램용량 : 16GB속도(기본클럭) : 3.2GHz"
1685,"최저2,952,000원",IGNIQ 인테그 슬릭 4747GS WIin11,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-14700, CPU종류 : 코어i7 14세대, 메인보드 : (인텔)B760램용량 : 32GB, SSD용량 : 1TB      "
1686,"최저3,352,000원",IGNIQ 인테그 슬릭 4747GTS Win11,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-14700, CPU종류 : 코어i7 14세대, 메인보드 : (인텔)B760램용량 : 32GB, SSD용량 : 1TB      "
1687,"368,000원",1번 사무용PC G6400 게이밍 컴퓨터 본체 주식용 게임용 조립본체,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 펜티엄CPU : 펜티엄 골드-G6400, , 그래픽 : UHD , , 그래픽스, 메인보드 : (인텔)H510, 칩셋램용량 : 8GB속도(기본클럭) : 3.7GHz"
1688,"최저2,002,000원",IGNIQ 인테그 슬릭 4546GT,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-14400, CPU종류 : 코어i5 14세대, 메인보드 : (인텔)B760램용량 : 32GB, SSD용량 : 1TB     "
1689,"최저1,952,000원",IGNIQ 인테그 슬릭 4546G Win11,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-14400, CPU종류 : 코어i5 14세대코어종류 : 6+4코어, 메인보드 : (인텔)B760램용량 : 32GB      "
1690,"1,523,610원",AMD 7500F RTX4070 SUPER 라이젠5 게이밍 PC 컴퓨터 본체 S803,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-7500F, , 그래픽 : 지포스 RTX4070 SUPER, 메인보드 : (AMD) A620, 칩셋램용량 : 16GB"
1691,"1,263,600원",LG전자 A80GV.AR0306,"품목 : 데스크탑형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-10100, CPU종류 : 코어i3 10세대, 메인보드 : (인텔)H410, 칩셋램용량 : 8GB, SSD용량 : 256GB     "
1692,"789,000원",삼성 컴퓨터 DM500SFZ i3 i5사무용 기업용 업무용 학원 병원 PC 데스크탑 컴퓨터본체,무선 키보드 마우스증정
1693,"최저838,580원",HP 프로타워 280 G9R 7C114AV_3P,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-13100, CPU종류 : 코어i3 13세대코어종류 : 4코어램용량 : 8GB, SSD용량 : 512GB  "
1694,"최저1,308,000원",주연테크 익스트림 D775F46W,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-7500F, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD) B650M칩셋     "
1695,"최저2,700,000원",몬스타 크림70S,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i7 14세대, CPU : 코어i7-14700F, , 그래픽 : 지포스 RTX4070, 메인보드 : (인텔)B760M, 칩셋램용량 : 32GB, 램규격 : DDR5"
1696,"최저3,200,000원",몬스타 크림14,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i7 14세대, CPU : 코어i7-14700F, , 그래픽 : 지포스 RTX4070Ti, 메인보드 : (인텔)B760M, 칩셋램용량 : 32GB, 램규격 : DDR5"
1697,"최저2,499,000원",레노버 요가 AIO 27ARH7-R7RXW,"형태 : 일체형PC특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠7-6800H, CPU종류 : 라이젠 7코어종류 : 8코어램용량 : 32GB, SSD용량 : 512GB  "
1698,"최저3,215,690원",Apple 아이맥 MK482KH/A,형태 : 일체형PCCPU제조사 : 인텔CPU : 코어i5코어종류 : 4코어램용량 : 8GB속도(기본클럭) : 3.3GHz터보부스트 : 3.9GHzHDD용량 : 2TB    
1699,"최저228,900원",코어 i3 하스웰 4130 + 내장형 그래픽카드,"종류 : 조립형PC, "
1700,"최저1,830,000원",LG전자 27V790-KA50K,"형태 : 일체형PC특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-8250U코어종류 : 4코어램용량 : 8GB, SSD용량 : 256GB속도(기본클럭) : 1.6GHz  "
1701,"최저599,000원",레노버 싱크비전 M75t Gen2 Cezanne 11RCS00000,"품목 : 미니PC특징 : 사무용CPU제조사 : AMDCPU : 라이젠3 PRO-5350G, CPU종류 : 라이젠 3 PRO코어종류 : 4코어램용량 : 4GB, SSD용량 : 256GB     "
1702,"최저1,298,000원",IGNIQ 비와이 30X 프리도스,"품목 : 데스크탑형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-10105, CPU종류 : 코어i3 10세대코어종류 : 4코어, 메인보드 : (인텔)H510, 칩셋램용량 : 8GB       "
1703,"최저312,460원",코어 i5 하스웰 4690 + 외장형 그래픽카드,"종류 : 조립형PC, "
1704,"최저8,300,000원",몬스타 몬스타기어 골드문 미니,"종류 : 베어본PCCPU제조사 : 인텔, CPU종류 : 코어i7 14세대, CPU : 코어i7-14700K, , 그래픽 : 지포스 RTX4090, 메인보드 : (인텔)B760M, 칩셋램용량 : 64GB, 램규격 : DDR5     "
1705,"최저555,000원",스카이레이크 i3 6100 + 외장형 그래픽카드,"종류 : 조립형PC, "
1706,"최저1,470,000원",LG전자 27V790-GR30K,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-8130U코어종류 : 2코어램용량 : 4GB, SSD용량 : 256GB속도(기본클럭) : 2.2GHz터보부스트 : 3.4GHz  "
1707,"최저2,002,000원",IGNIQ 비와이 프로 27Z,"형태 : 일체형PC특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i9-13900F, CPU종류 : 코어i9 13세대코어종류 : 8+16코어, 메인보드 : (인텔)B660, 칩셋램용량 : 32GB  "
1708,"456,000원",해외고사양미니PC 게이밍미니PC HP 800G1 DM 4K 소형 컴퓨터 사무실,페이지 참조
1709,"최저1,149,000원",주연테크 익스트림 D77646,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-7600, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD) B650, 칩셋램용량 : 16GB   "
1710,"최저1,808,000원",주연테크 익스트림 D737F46TW,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-13700F, CPU종류 : 코어i7 13세대코어종류 : 8코어     "
1711,"최저2,819,460원",L49K7S i9 14900KF 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i9 14세대, CPU : 코어i9-14900KF, , 그래픽 : 지포스 RTX4070 SUPER, 메인보드 : (인텔)Z790램용량 : 16GB"
1712,"최저1,158,350원",G444 i5 14400F 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 14세대, CPU : 코어i5-14400F, , 그래픽 : 지포스 RTX4060 Ti, 메인보드 : (인텔)H610M, 칩셋램용량 : 16GB"
1713,"최저1,120,130원",PH444 i5 14400F 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 14세대, CPU : 코어i5-14400F, , 그래픽 : 지포스 RTX4060 Ti, 메인보드 : (인텔)H610M, 칩셋램용량 : 16GB"
